s_id,p_id,value,currency,stock,score
SHOP0212,P00596,463.33,TRY,137,2.4
SHOP0179,P00267,450.79,TRY,273,4.6
SHOP0348,P00340,932.63,EUR,69,1.6
SHOP0489,P00627,216.52,GBP,481,0.8
SHOP0180,P00222,178.95,GBP,181,0.2
SHOP0414,P00356,571.89,USD,259,3.8
SHOP0214,P00735,143.29,EUR,394,4.7
SHOP0165,P00960,864.62,USD,175,1.9
SHOP0138,P00209,686.06,USD,479,4.7
SHOP0205,P00708,900.09,GBP,232,3.3
SHOP0289,P00533,538.53,GBP,398,0.6
SHOP0195,P00034,23.02,USD,478,2.0
SHOP0192,P00004,470.74,USD,199,0.5
SHOP0163,P00447,389.44,TRY,229,3.2
SHOP0269,P00369,400.12,GBP,476,4.9
SHOP0196,P00656,138.32,TRY,480,4.8
SHOP0158,P00511,445.81,TRY,240,2.9
SHOP0158,P00815,369.2,GBP,307,0.5
SHOP0254,P00706,848.1,EUR,480,3.8
SHOP0458,P00387,544.04,USD,376,2.3
SHOP0309,P00674,989.29,USD,83,2.3
SHOP0158,P00201,126.92,GBP,138,0.5
SHOP0276,P00307,401.73,USD,276,4.8
SHOP0145,P00942,709.11,TRY,237,4.5
SHOP0302,P00660,841.87,TRY,282,2.5
SHOP0471,P00737,649.9,GBP,366,2.0
SHOP0483,P00302,954.62,EUR,367,2.5
SHOP0019,P00947,435.86,GBP,48,3.8
SHOP0484,P00491,164.54,GBP,490,3.6
SHOP0454,P00203,519.83,USD,469,4.8
SHOP0259,P00541,194.08,EUR,366,3.3
SHOP0058,P00448,52.6,USD,224,2.9
SHOP0009,P00149,244.13,USD,323,3.3
SHOP0127,P00865,836.98,TRY,61,0.8
SHOP0280,P00542,173.19,TRY,340,3.0
SHOP0270,P00147,544.77,TRY,383,0.8
SHOP0021,P00336,529.33,GBP,259,1.6
SHOP0096,P00973,619.35,GBP,82,3.7
SHOP0141,P00840,541.95,EUR,376,2.6
SHOP0397,P00172,539.7,EUR,239,4.0
SHOP0303,P00332,621.99,TRY,254,3.6
SHOP0359,P00877,554.59,TRY,402,2.0
SHOP0248,P00890,854.7,USD,267,0.9
SHOP0477,P00091,490.22,GBP,231,4.6
SHOP0247,P00815,939.88,TRY,485,2.3
SHOP0353,P00667,15.89,TRY,403,0.5
SHOP0406,P00106,598.13,GBP,474,3.9
SHOP0154,P00389,531.11,GBP,165,1.3
SHOP0434,P00495,852.13,GBP,77,1.1
SHOP0020,P00284,391.47,EUR,378,3.0
SHOP0027,P00822,791.5,EUR,178,0.5
SHOP0177,P00980,423.86,USD,22,4.0
SHOP0415,P00164,802.99,USD,14,3.2
SHOP0000,P00919,407.11,EUR,189,1.7
SHOP0244,P00150,275.18,EUR,474,4.1
SHOP0472,P00932,697.35,TRY,418,3.6
SHOP0102,P00422,543.48,TRY,258,2.2
SHOP0222,P00997,880.78,GBP,135,1.0
SHOP0303,P00579,140.4,EUR,39,0.6
SHOP0423,P00781,426.92,USD,210,1.3
SHOP0034,P00373,542.42,USD,143,2.8
SHOP0071,P00538,711.51,USD,345,2.2
SHOP0047,P00437,149.06,TRY,364,1.9
SHOP0276,P00948,252.81,GBP,4,0.2
SHOP0413,P00989,948.51,TRY,311,0.7
SHOP0188,P00533,572.11,TRY,15,0.9
SHOP0252,P00084,120.37,TRY,471,0.3
SHOP0169,P00657,167.71,TRY,113,3.1
SHOP0260,P00622,164.97,GBP,465,3.9
SHOP0068,P00399,260.87,EUR,158,4.8
SHOP0158,P00300,499.57,GBP,87,1.8
SHOP0063,P00806,978.97,USD,282,3.9
SHOP0182,P00743,844.77,TRY,76,4.9
SHOP0250,P00999,882.19,GBP,19,2.3
SHOP0401,P00448,113.82,USD,477,2.4
SHOP0381,P00554,41.49,USD,374,2.9
SHOP0280,P00602,169.22,TRY,474,2.1
SHOP0358,P00711,954.39,EUR,166,0.9
SHOP0143,P00506,602.87,GBP,60,2.7
SHOP0018,P00296,550.58,GBP,273,4.0
SHOP0379,P00873,306.3,EUR,223,2.5
SHOP0215,P00112,583.55,EUR,206,4.5
SHOP0197,P00206,574.4,USD,403,4.5
SHOP0331,P00098,736.87,GBP,392,3.8
SHOP0454,P00471,849.46,EUR,96,4.5
SHOP0417,P00790,796.77,TRY,223,0.3
SHOP0371,P00224,111.84,USD,296,3.4
SHOP0358,P00814,488.68,EUR,211,2.3
SHOP0177,P00686,733.02,GBP,69,1.9
SHOP0441,P00492,295.58,EUR,205,3.0
SHOP0312,P00403,52.57,EUR,476,2.2
SHOP0398,P00907,974.27,EUR,71,0.9
SHOP0342,P00709,604.52,TRY,317,4.6
SHOP0238,P00256,245.47,EUR,64,4.2
SHOP0204,P00505,599.0,EUR,295,2.6
SHOP0041,P00629,742.43,USD,199,1.3
SHOP0277,P00779,596.57,USD,135,3.5
SHOP0416,P00720,423.35,TRY,418,0.3
SHOP0423,P00464,411.04,USD,384,3.1
SHOP0250,P00602,813.75,USD,408,4.3
SHOP0197,P00657,386.7,TRY,265,0.1
SHOP0363,P00590,97.55,TRY,404,5.0
SHOP0225,P00254,264.98,GBP,41,1.4
SHOP0426,P00701,998.25,EUR,22,2.3
SHOP0445,P00080,620.92,EUR,373,4.3
SHOP0187,P00195,590.69,GBP,12,1.2
SHOP0294,P00254,715.01,GBP,442,0.6
SHOP0047,P00898,581.37,TRY,367,2.3
SHOP0264,P00195,119.21,GBP,169,2.1
SHOP0057,P00181,223.62,GBP,427,2.2
SHOP0179,P00452,805.71,TRY,350,1.9
SHOP0167,P00097,259.3,USD,386,1.8
SHOP0233,P00724,917.6,EUR,135,0.9
SHOP0234,P00512,649.21,USD,149,4.3
SHOP0315,P00658,672.49,EUR,323,0.6
SHOP0482,P00115,112.24,GBP,145,2.4
SHOP0180,P00455,990.27,TRY,293,1.5
SHOP0188,P00171,564.56,GBP,326,2.4
SHOP0150,P00836,741.01,GBP,91,3.6
SHOP0056,P00016,452.39,TRY,417,1.1
SHOP0001,P00796,804.18,EUR,82,1.7
SHOP0006,P00509,822.27,TRY,364,2.0
SHOP0445,P00063,63.53,USD,461,0.5
SHOP0111,P00931,33.01,USD,300,1.5
SHOP0028,P00497,279.29,USD,101,4.0
SHOP0461,P00981,564.33,USD,343,2.0
SHOP0131,P00920,268.23,USD,483,0.0
SHOP0484,P00274,630.03,USD,392,0.7
SHOP0255,P00480,944.75,USD,250,4.7
SHOP0168,P00579,514.44,GBP,260,4.7
SHOP0026,P00590,79.01,EUR,194,4.1
SHOP0440,P00363,795.36,EUR,248,0.4
SHOP0155,P00898,190.55,EUR,339,2.9
SHOP0014,P00088,256.28,EUR,500,4.0
SHOP0481,P00450,523.68,TRY,397,4.0
SHOP0230,P00571,249.54,TRY,185,1.4
SHOP0463,P00585,530.42,TRY,435,3.0
SHOP0390,P00967,710.54,TRY,28,1.1
SHOP0250,P00878,745.48,GBP,3,3.6
SHOP0351,P00525,238.88,TRY,497,3.3
SHOP0177,P00173,135.21,EUR,88,3.9
SHOP0106,P00822,61.35,USD,191,4.7
SHOP0323,P00179,56.48,EUR,309,1.8
SHOP0349,P00132,165.94,USD,143,4.2
SHOP0460,P00092,337.7,TRY,307,4.3
SHOP0098,P00093,235.2,TRY,215,1.1
SHOP0226,P00585,914.39,EUR,27,1.8
SHOP0192,P00108,127.56,USD,420,2.5
SHOP0016,P00147,418.0,USD,69,2.7
SHOP0131,P00221,654.05,USD,35,3.5
SHOP0170,P00059,999.87,USD,103,4.5
SHOP0105,P00286,902.92,GBP,279,3.7
SHOP0337,P00895,259.93,TRY,117,2.8
SHOP0055,P00665,368.55,TRY,186,3.0
SHOP0055,P00529,696.27,EUR,5,1.9
SHOP0168,P00812,770.93,USD,282,4.8
SHOP0232,P00946,573.34,EUR,165,0.5
SHOP0399,P00519,521.23,TRY,350,1.4
SHOP0414,P00841,120.12,TRY,277,3.9
SHOP0137,P00874,81.7,USD,418,3.0
SHOP0209,P00223,395.42,TRY,286,0.2
SHOP0059,P00273,971.43,TRY,126,3.8
SHOP0469,P00595,493.86,GBP,66,0.4
SHOP0425,P00571,283.55,TRY,197,4.8
SHOP0346,P00829,697.81,GBP,336,1.6
SHOP0270,P00456,323.33,EUR,87,1.2
SHOP0062,P00797,552.11,EUR,361,0.1
SHOP0421,P00212,374.57,USD,205,1.1
SHOP0196,P00792,97.74,EUR,367,2.6
SHOP0033,P00900,830.53,TRY,423,3.0
SHOP0167,P00333,511.15,EUR,159,4.7
SHOP0222,P00531,463.23,EUR,478,4.9
SHOP0212,P00114,355.35,EUR,409,4.2
SHOP0105,P00122,637.47,EUR,418,2.2
SHOP0482,P00712,913.14,EUR,225,4.3
SHOP0258,P00115,826.84,TRY,210,1.8
SHOP0458,P00581,641.65,USD,351,1.3
SHOP0043,P00791,435.43,TRY,253,0.8
SHOP0408,P00190,259.73,USD,496,0.5
SHOP0033,P00709,798.22,GBP,23,0.8
SHOP0176,P00516,962.06,USD,50,1.9
SHOP0453,P00971,17.46,USD,168,2.6
SHOP0265,P00669,785.08,USD,193,2.1
SHOP0231,P00918,920.78,TRY,433,1.6
SHOP0452,P00831,881.06,GBP,360,3.3
SHOP0234,P00079,531.02,GBP,37,1.8
SHOP0485,P00794,998.79,USD,167,4.5
SHOP0277,P00876,540.07,TRY,35,3.9
SHOP0054,P00015,217.06,EUR,397,4.4
SHOP0032,P00803,66.19,TRY,368,2.9
SHOP0135,P00168,7.56,GBP,282,4.1
SHOP0089,P00887,231.92,USD,100,4.8
SHOP0188,P00186,980.31,EUR,487,0.8
SHOP0086,P00400,9.36,TRY,366,1.2
SHOP0141,P00769,868.37,EUR,451,0.2
SHOP0465,P00465,935.79,TRY,465,0.8
SHOP0353,P00809,361.77,EUR,244,4.9
SHOP0336,P00828,217.42,TRY,391,0.2
SHOP0187,P00471,121.51,USD,81,1.9
SHOP0311,P00878,37.16,TRY,375,2.6
SHOP0208,P00799,994.97,TRY,77,4.9
SHOP0453,P00955,887.63,USD,388,1.5
SHOP0009,P00482,996.25,USD,251,3.0
SHOP0197,P00066,777.01,EUR,12,3.9
SHOP0391,P00687,359.42,TRY,229,3.6
SHOP0495,P00734,829.95,USD,192,1.1
SHOP0228,P00064,786.69,GBP,490,2.7
SHOP0304,P00158,266.31,TRY,320,1.4
SHOP0186,P00112,658.93,TRY,21,0.4
SHOP0301,P00529,878.36,TRY,199,3.8
SHOP0086,P00208,98.73,GBP,389,0.6
SHOP0196,P00453,141.93,TRY,269,3.3
SHOP0124,P00566,462.27,GBP,223,3.8
SHOP0310,P00817,805.67,GBP,461,2.0
SHOP0041,P00510,759.6,GBP,48,3.2
SHOP0427,P00735,640.66,GBP,136,1.4
SHOP0246,P00346,911.68,USD,421,1.3
SHOP0493,P00974,656.18,EUR,481,3.8
SHOP0143,P00562,703.1,EUR,247,3.5
SHOP0174,P00106,711.79,USD,470,2.6
SHOP0474,P00977,461.5,EUR,189,2.4
SHOP0312,P00273,941.23,USD,201,0.8
SHOP0359,P00524,411.85,USD,405,1.8
SHOP0073,P00297,543.39,GBP,303,0.1
SHOP0449,P00053,616.95,EUR,189,4.6
SHOP0242,P00020,495.43,TRY,122,3.4
SHOP0394,P00007,952.26,USD,39,1.5
SHOP0020,P00817,854.7,EUR,1,2.7
SHOP0077,P00352,388.87,USD,196,3.1
SHOP0060,P00482,937.49,EUR,58,3.0
SHOP0335,P00334,940.01,GBP,41,1.0
SHOP0102,P00019,178.94,TRY,33,2.3
SHOP0049,P00691,533.17,USD,48,3.3
SHOP0111,P00440,170.73,GBP,386,2.7
SHOP0033,P00402,591.12,TRY,218,1.3
SHOP0315,P00798,405.7,EUR,85,4.8
SHOP0066,P00881,310.1,TRY,290,3.7
SHOP0255,P00282,947.32,USD,129,2.0
SHOP0233,P00251,90.48,GBP,81,3.3
SHOP0043,P00758,369.07,USD,435,4.8
SHOP0012,P00591,508.05,EUR,315,2.3
SHOP0280,P00327,873.11,GBP,281,1.7
SHOP0472,P00041,770.38,GBP,433,0.9
SHOP0126,P00259,736.28,EUR,4,4.9
SHOP0492,P00045,597.79,USD,471,0.3
SHOP0462,P00475,139.94,GBP,371,3.2
SHOP0336,P00055,584.6,TRY,207,4.8
SHOP0121,P00990,376.37,EUR,413,4.4
SHOP0019,P00104,744.38,EUR,222,3.1
SHOP0154,P00849,858.61,TRY,449,4.7
SHOP0236,P00981,983.06,GBP,91,4.0
SHOP0142,P00925,798.58,TRY,1,3.2
SHOP0034,P00826,122.06,USD,186,3.6
SHOP0181,P00942,356.13,EUR,272,1.8
SHOP0090,P00487,55.68,EUR,266,0.3
SHOP0140,P00948,132.3,TRY,22,0.4
SHOP0016,P00580,560.93,TRY,356,4.4
SHOP0422,P00955,931.91,GBP,290,2.8
SHOP0045,P00892,312.7,USD,305,1.8
SHOP0453,P00597,52.2,TRY,141,1.5
SHOP0042,P00596,977.36,TRY,178,0.9
SHOP0322,P00635,334.25,TRY,202,2.1
SHOP0023,P00876,468.53,USD,89,1.4
SHOP0295,P00289,745.34,EUR,426,4.4
SHOP0433,P00629,229.7,GBP,133,4.3
SHOP0378,P00503,988.36,GBP,324,0.3
SHOP0181,P00915,430.89,EUR,80,1.6
SHOP0104,P00430,262.69,TRY,176,1.3
SHOP0496,P00709,870.52,USD,225,0.5
SHOP0468,P00891,649.3,GBP,233,2.9
SHOP0216,P00352,117.89,USD,177,1.4
SHOP0132,P00644,998.75,GBP,232,0.6
SHOP0169,P00880,319.6,USD,216,2.4
SHOP0225,P00896,661.24,TRY,307,2.1
SHOP0414,P00722,37.21,EUR,149,3.9
SHOP0030,P00899,995.53,USD,187,0.8
SHOP0168,P00239,529.17,EUR,156,3.6
SHOP0484,P00243,358.1,GBP,175,1.7
SHOP0452,P00185,668.01,GBP,268,4.8
SHOP0296,P00278,49.98,TRY,200,4.3
SHOP0060,P00526,775.48,EUR,37,3.9
SHOP0182,P00307,448.46,EUR,490,0.9
SHOP0248,P00631,768.46,TRY,305,3.5
SHOP0294,P00163,416.95,USD,133,3.6
SHOP0433,P00472,547.92,EUR,384,2.0
SHOP0093,P00996,620.01,TRY,196,2.0
SHOP0398,P00519,583.6,TRY,92,2.5
SHOP0384,P00810,89.82,GBP,139,1.7
SHOP0087,P00248,497.11,GBP,347,1.0
SHOP0397,P00428,83.67,EUR,142,0.8
SHOP0259,P00653,363.59,EUR,35,4.3
SHOP0190,P00529,624.85,USD,383,4.6
SHOP0479,P00384,112.59,TRY,140,2.6
SHOP0236,P00977,276.84,USD,225,3.4
SHOP0192,P00052,248.65,EUR,291,1.7
SHOP0211,P00063,811.57,GBP,375,1.3
SHOP0040,P00271,726.78,GBP,417,4.9
SHOP0373,P00538,817.04,USD,486,1.7
SHOP0094,P00447,888.24,USD,153,3.3
SHOP0057,P00665,662.5,GBP,298,1.7
SHOP0157,P00412,611.97,TRY,364,1.8
SHOP0488,P00909,741.56,TRY,200,3.3
SHOP0174,P00203,850.53,TRY,200,0.9
SHOP0461,P00771,687.11,TRY,189,3.9
SHOP0026,P00301,543.68,GBP,36,2.4
SHOP0208,P00800,766.17,TRY,484,4.5
SHOP0433,P00465,338.81,TRY,368,3.6
SHOP0410,P00209,372.36,TRY,35,1.6
SHOP0446,P00218,614.42,EUR,333,0.4
SHOP0400,P00553,840.55,EUR,135,1.0
SHOP0317,P00178,483.34,EUR,141,2.9
SHOP0423,P00815,571.85,GBP,485,2.2
SHOP0330,P00220,14.45,EUR,249,1.5
SHOP0444,P00817,930.8,GBP,330,0.5
SHOP0301,P00189,639.09,EUR,151,1.6
SHOP0421,P00025,268.31,EUR,257,2.4
SHOP0346,P00473,656.58,USD,131,1.4
SHOP0373,P00542,75.04,GBP,427,1.2
SHOP0146,P00188,608.68,TRY,50,0.8
SHOP0076,P00459,10.26,EUR,141,0.8
SHOP0471,P00495,116.43,TRY,80,4.7
SHOP0457,P00205,993.57,EUR,343,3.0
SHOP0288,P00318,898.1,TRY,160,4.6
SHOP0091,P00852,661.26,USD,283,4.5
SHOP0336,P00393,909.18,EUR,292,1.8
SHOP0214,P00952,461.93,EUR,37,3.3
SHOP0439,P00618,690.08,TRY,57,1.4
SHOP0419,P00589,495.7,EUR,66,3.1
SHOP0259,P00848,689.81,TRY,189,4.7
SHOP0129,P00866,617.87,GBP,345,1.9
SHOP0053,P00020,892.53,GBP,133,3.8
SHOP0387,P00112,783.39,TRY,154,3.4
SHOP0357,P00259,860.51,GBP,380,0.3
SHOP0132,P00411,561.46,GBP,169,0.1
SHOP0432,P00373,944.71,USD,303,4.5
SHOP0040,P00230,51.71,USD,80,4.1
SHOP0421,P00410,490.88,USD,128,3.5
SHOP0435,P00803,639.0,TRY,181,4.5
SHOP0302,P00103,189.54,TRY,94,3.0
SHOP0149,P00972,913.52,GBP,488,0.6
SHOP0172,P00118,763.15,USD,453,1.8
SHOP0036,P00597,88.07,EUR,341,3.1
SHOP0437,P00219,497.57,EUR,319,4.0
SHOP0245,P00896,907.02,EUR,318,0.9
SHOP0452,P00324,311.75,GBP,364,0.5
SHOP0358,P00793,352.55,GBP,258,3.3
SHOP0496,P00798,5.17,EUR,140,4.4
SHOP0379,P00311,303.06,USD,200,1.4
SHOP0171,P00037,196.87,USD,32,1.5
SHOP0255,P00079,755.93,GBP,387,3.9
SHOP0142,P00988,763.74,GBP,100,4.5
SHOP0377,P00945,929.35,EUR,178,2.3
SHOP0378,P00705,254.6,EUR,177,4.2
SHOP0399,P00063,44.84,EUR,166,1.2
SHOP0031,P00166,982.83,GBP,99,0.2
SHOP0004,P00837,582.33,USD,332,1.3
SHOP0348,P00230,165.01,GBP,309,4.9
SHOP0203,P00818,963.31,GBP,147,3.5
SHOP0213,P00673,767.78,EUR,364,2.6
SHOP0188,P00914,294.2,TRY,406,3.3
SHOP0191,P00360,895.92,TRY,10,2.4
SHOP0320,P00596,49.72,TRY,370,0.2
SHOP0351,P00427,485.82,USD,433,3.2
SHOP0416,P00360,187.03,EUR,296,4.2
SHOP0318,P00830,953.02,EUR,48,4.8
SHOP0350,P00640,774.39,TRY,95,3.6
SHOP0490,P00203,388.18,EUR,444,1.5
SHOP0134,P00564,214.97,TRY,139,2.8
SHOP0313,P00609,747.84,TRY,471,1.2
SHOP0295,P00484,871.42,USD,314,1.9
SHOP0488,P00420,126.7,GBP,36,3.9
SHOP0219,P00072,926.46,EUR,476,1.1
SHOP0144,P00448,516.08,GBP,455,5.0
SHOP0146,P00108,775.95,USD,237,4.5
SHOP0278,P00511,647.99,TRY,174,1.6
SHOP0106,P00937,896.68,GBP,326,3.4
SHOP0389,P00852,220.84,USD,378,4.5
SHOP0332,P00843,241.89,GBP,291,4.0
SHOP0190,P00159,378.14,TRY,270,0.6
SHOP0145,P00971,718.2,TRY,262,3.1
SHOP0108,P00333,702.3,USD,379,2.1
SHOP0260,P00475,112.58,GBP,179,0.6
SHOP0194,P00001,861.17,TRY,16,4.0
SHOP0318,P00377,806.37,EUR,268,0.4
SHOP0027,P00466,714.82,GBP,309,2.6
SHOP0461,P00617,311.33,USD,404,2.6
SHOP0429,P00360,751.0,TRY,185,4.0
SHOP0237,P00135,984.48,USD,172,3.2
SHOP0173,P00928,651.82,GBP,129,1.7
SHOP0352,P00996,103.18,EUR,127,4.1
SHOP0168,P00806,427.95,EUR,134,0.5
SHOP0107,P00294,353.1,TRY,255,4.7
SHOP0115,P00345,873.51,USD,338,0.4
SHOP0138,P00951,524.21,GBP,331,2.5
SHOP0386,P00404,627.78,EUR,39,4.8
SHOP0095,P00105,523.71,USD,76,1.2
SHOP0230,P00628,432.55,TRY,26,2.5
SHOP0186,P00178,179.1,TRY,288,3.8
SHOP0142,P00343,781.2,GBP,345,1.9
SHOP0375,P00659,774.06,EUR,159,0.5
SHOP0459,P00356,314.19,USD,291,4.7
SHOP0312,P00713,992.33,USD,128,3.1
SHOP0387,P00188,362.55,EUR,86,1.1
SHOP0493,P00223,810.67,TRY,87,4.5
SHOP0053,P00906,853.24,USD,455,1.7
SHOP0267,P00572,166.99,EUR,136,4.5
SHOP0458,P00968,130.67,TRY,381,4.4
SHOP0037,P00343,453.59,TRY,113,1.5
SHOP0130,P00312,557.21,GBP,143,3.5
SHOP0197,P00160,748.07,EUR,310,0.4
SHOP0107,P00227,202.06,USD,394,4.5
SHOP0285,P00529,519.15,USD,377,3.4
SHOP0021,P00103,193.65,EUR,333,3.6
SHOP0459,P00208,16.09,TRY,436,0.5
SHOP0134,P00207,890.85,EUR,370,1.8
SHOP0280,P00800,922.23,GBP,313,4.1
SHOP0020,P00555,232.88,GBP,383,2.5
SHOP0331,P00676,921.35,EUR,339,3.7
SHOP0054,P00843,548.63,TRY,43,3.9
SHOP0179,P00207,504.04,USD,435,4.2
SHOP0161,P00541,5.22,USD,0,4.7
SHOP0118,P00613,949.52,EUR,144,0.3
SHOP0113,P00605,993.55,USD,304,4.4
SHOP0127,P00124,581.15,USD,345,3.0
SHOP0471,P00538,308.93,GBP,175,0.0
SHOP0302,P00478,182.37,EUR,199,2.8
SHOP0498,P00663,690.37,EUR,268,3.5
SHOP0445,P00960,885.88,EUR,485,4.7
SHOP0009,P00468,917.75,USD,249,4.1
SHOP0150,P00223,947.15,USD,265,2.6
SHOP0279,P00193,314.42,TRY,434,1.3
SHOP0039,P00569,958.06,TRY,282,0.8
SHOP0187,P00442,986.51,TRY,95,0.5
SHOP0173,P00713,262.91,TRY,265,0.9
SHOP0216,P00310,597.31,EUR,31,2.4
SHOP0451,P00457,624.75,USD,63,1.3
SHOP0176,P00417,378.7,TRY,125,3.6
SHOP0391,P00223,349.11,GBP,317,1.9
SHOP0479,P00170,865.93,EUR,262,3.9
SHOP0154,P00714,875.01,GBP,83,0.0
SHOP0362,P00180,483.78,EUR,331,0.3
SHOP0203,P00502,167.4,GBP,181,1.4
SHOP0140,P00697,551.27,TRY,228,3.0
SHOP0112,P00644,849.97,GBP,465,3.3
SHOP0217,P00236,836.8,TRY,449,4.4
SHOP0337,P00605,863.59,TRY,419,3.0
SHOP0284,P00127,599.42,GBP,169,3.8
SHOP0248,P00927,587.11,TRY,62,0.4
SHOP0362,P00340,16.28,USD,134,2.1
SHOP0184,P00546,607.39,TRY,68,4.8
SHOP0007,P00572,216.61,TRY,227,1.3
SHOP0433,P00487,344.56,USD,395,2.7
SHOP0350,P00780,817.73,GBP,486,3.1
SHOP0432,P00072,817.4,GBP,240,3.4
SHOP0420,P00420,204.76,GBP,434,4.1
SHOP0204,P00983,733.83,USD,144,4.4
SHOP0475,P00965,476.89,GBP,168,2.7
SHOP0069,P00320,924.52,TRY,427,2.1
SHOP0355,P00674,379.08,GBP,122,2.6
SHOP0472,P00974,899.25,EUR,445,2.5
SHOP0056,P00036,743.76,EUR,246,1.2
SHOP0021,P00749,459.95,EUR,298,4.1
SHOP0235,P00679,662.27,TRY,261,4.6
SHOP0302,P00311,16.45,TRY,403,2.8
SHOP0400,P00674,452.78,USD,271,2.1
SHOP0335,P00396,354.2,TRY,66,3.3
SHOP0309,P00465,103.38,TRY,472,3.8
SHOP0484,P00473,426.3,GBP,187,4.5
SHOP0074,P00597,326.72,EUR,114,1.9
SHOP0449,P00698,181.41,EUR,275,3.2
SHOP0237,P00203,915.53,USD,387,4.7
SHOP0191,P00059,401.62,TRY,315,1.8
SHOP0138,P00272,671.63,USD,260,2.3
SHOP0182,P00498,582.07,TRY,26,4.0
SHOP0315,P00556,835.5,USD,371,3.4
SHOP0359,P00076,102.93,EUR,326,4.7
SHOP0344,P00885,895.93,USD,494,2.4
SHOP0086,P00192,931.07,GBP,285,2.0
SHOP0432,P00019,284.55,EUR,131,2.5
SHOP0140,P00424,387.83,TRY,191,4.5
SHOP0154,P00025,860.2,GBP,128,3.0
SHOP0328,P00098,601.22,EUR,201,2.6
SHOP0360,P00006,771.73,TRY,174,3.0
SHOP0231,P00532,988.71,TRY,5,2.5
SHOP0431,P00674,92.93,USD,298,4.3
SHOP0295,P00321,128.37,USD,52,1.5
SHOP0236,P00453,455.45,USD,87,3.9
SHOP0450,P00141,661.5,GBP,156,0.8
SHOP0302,P00194,833.62,TRY,392,2.6
SHOP0162,P00731,584.16,TRY,376,3.1
SHOP0134,P00992,799.15,EUR,219,0.7
SHOP0011,P00486,492.15,USD,467,1.7
SHOP0166,P00274,767.43,GBP,497,4.2
SHOP0477,P00367,22.33,EUR,281,4.3
SHOP0014,P00142,794.4,USD,462,4.9
SHOP0312,P00744,799.81,EUR,387,1.6
SHOP0135,P00180,350.48,TRY,61,0.0
SHOP0400,P00656,850.22,GBP,374,0.6
SHOP0002,P00469,751.98,USD,146,4.0
SHOP0141,P00299,804.69,TRY,58,3.5
SHOP0119,P00491,607.65,USD,289,0.1
SHOP0459,P00539,840.63,TRY,116,0.6
SHOP0020,P00934,542.89,USD,20,3.6
SHOP0196,P00618,927.76,TRY,63,4.0
SHOP0159,P00650,686.5,GBP,472,1.0
SHOP0163,P00331,944.7,USD,64,4.7
SHOP0308,P00808,16.43,GBP,296,0.4
SHOP0311,P00799,118.96,GBP,490,2.6
SHOP0151,P00634,26.53,GBP,433,0.8
SHOP0009,P00822,438.55,GBP,75,2.8
SHOP0092,P00550,954.48,TRY,446,1.6
SHOP0130,P00487,217.62,TRY,182,3.8
SHOP0359,P00052,959.23,GBP,461,1.8
SHOP0288,P00321,63.22,USD,139,3.4
SHOP0442,P00002,881.37,USD,130,0.5
SHOP0096,P00749,817.73,USD,203,2.0
SHOP0231,P00145,613.66,EUR,169,3.0
SHOP0222,P00829,787.44,EUR,291,2.4
SHOP0057,P00153,477.61,GBP,287,2.6
SHOP0301,P00414,518.34,GBP,156,3.5
SHOP0407,P00677,437.61,EUR,374,1.2
SHOP0291,P00000,746.48,USD,142,1.7
SHOP0280,P00924,406.1,USD,66,4.2
SHOP0165,P00117,548.9,TRY,12,4.4
SHOP0386,P00161,69.87,EUR,187,4.9
SHOP0403,P00836,559.93,EUR,489,2.5
SHOP0361,P00486,268.36,USD,279,4.0
SHOP0460,P00803,568.83,EUR,62,2.7
SHOP0393,P00711,332.17,USD,208,0.9
SHOP0095,P00555,109.13,USD,384,1.9
SHOP0433,P00036,698.88,GBP,62,1.6
SHOP0161,P00836,99.75,USD,283,4.6
SHOP0309,P00608,686.85,EUR,377,4.3
SHOP0017,P00373,532.6,USD,5,2.3
SHOP0049,P00530,606.43,GBP,116,1.4
SHOP0033,P00467,139.81,EUR,176,1.0
SHOP0146,P00922,632.36,TRY,434,1.2
SHOP0438,P00053,827.67,TRY,351,0.4
SHOP0114,P00751,882.83,EUR,99,4.3
SHOP0116,P00386,686.75,USD,227,3.1
SHOP0364,P00126,738.66,GBP,104,0.7
SHOP0257,P00078,680.78,GBP,216,0.9
SHOP0274,P00210,174.36,USD,492,3.7
SHOP0326,P00809,529.44,TRY,363,5.0
SHOP0161,P00734,910.69,EUR,255,2.0
SHOP0097,P00787,42.95,GBP,364,4.4
SHOP0136,P00934,498.65,EUR,265,2.4
SHOP0490,P00290,411.76,GBP,254,2.5
SHOP0433,P00795,435.87,TRY,233,0.7
SHOP0449,P00378,973.11,GBP,311,1.5
SHOP0186,P00189,787.53,GBP,108,4.1
SHOP0036,P00462,482.33,GBP,58,3.7
SHOP0479,P00984,29.38,TRY,35,0.3
SHOP0187,P00229,593.21,USD,415,0.3
SHOP0406,P00083,968.54,TRY,174,2.9
SHOP0488,P00949,564.83,EUR,330,0.4
SHOP0283,P00904,926.33,USD,15,2.8
SHOP0494,P00737,514.71,EUR,110,3.5
SHOP0113,P00275,840.65,TRY,235,2.3
SHOP0257,P00972,514.19,GBP,23,1.0
SHOP0156,P00484,676.64,TRY,429,1.1
SHOP0012,P00643,211.61,GBP,249,4.4
SHOP0353,P00195,565.47,GBP,227,0.7
SHOP0103,P00252,848.2,GBP,255,0.7
